Product_ID,Category,Sales,Date,Stock,Price,Color,Type,Discount,Region
P02648,Table,17.21,2023-11-13,146,1415.57,Green,Wood,0.27,West
P02649,Chair,124.92,2022-06-28,85,403.41,Brown,Glass,0.46,North
P02650,Table,78.04,2023-02-11,180,987.75,Green,Plastic,0.36,South
P02651,Cabinet,118.12,2023-09-14,104,1098.53,Brown,Glass,0.09,North
P02652,Chair,144.7,2022-06-29,156,517.58,White,Plastic,0.35,North
P02653,Sofa,15.35,2023-01-30,318,250.15,Red,Wood,0.01,West
P02654,Cabinet,68.56,2022-06-30,111,848.86,Gray,Plastic,0.46,West
P02655,Cabinet,21.98,2023-12-01,246,352.93,Brown,Leather,0.14,East
P02656,Cabinet,75.1,2023-12-14,340,618.52,Green,Plastic,0.3,South
P02657,Bed,11.98,2022-02-26,463,630.58,Gray,Wood,0.45,North
P02658,Cabinet,20.21,2023-03-26,233,276.13,Gray,Wood,0.36,South
P02659,Cabinet,98.22,2022-07-11,40,1511.16,Black,Plastic,0.32,North
P02660,Table,73.08,2022-01-04,273,1602.77,Red,Leather,0.36,South
P02661,Chair,43.99,2023-06-23,52,895.89,Blue,Glass,0.35,North
P02662,Table,75.38,2023-11-21,353,707.74,Blue,Metal,0.29,North
P02663,Table,21.31,2023-03-18,480,237.54,Black,Leather,0.45,West
P02664,Chair,3.27,2023-03-15,380,390.93,Blue,Wood,0.45,East
P02665,Table,85.3,2022-03-21,329,1846.19,White,Wood,0.01,East
P02666,Cabinet,105.78,2023-05-24,62,1451.8,Brown,Leather,0.46,East
P02667,Cabinet,119.1,2023-04-28,48,953.67,Red,Glass,0.11,East
P02668,Table,40.96,2023-09-23,389,852.81,Black,Metal,0.39,South
P02669,Table,34.91,2023-09-29,151,197.06,Brown,Plastic,0.21,East
P02670,Chair,36.78,2023-12-01,49,1840.86,Green,Leather,0.01,East
P02671,Table,1.47,2022-03-13,299,357.7,Brown,Glass,0.35,North
P02672,Cabinet,87.25,2023-10-22,185,1071.42,Black,Glass,0.01,East
P02673,Sofa,21.29,2022-11-23,327,1670.14,Blue,Plastic,0.17,South
P02674,Chair,6.62,2022-06-29,453,313.08,Brown,Metal,0.39,West
P02675,Table,17.22,2023-07-06,121,681.39,Green,Plastic,0.29,West
P02676,Sofa,51.81,2022-05-27,398,1985.53,Black,Leather,0.25,East
P02677,Bed,82.17,2022-07-05,146,1383.49,Brown,Plastic,0.08,West
P02678,Cabinet,42.53,2022-12-05,493,436.18,Black,Wood,0.16,South
P02679,Cabinet,40.24,2023-09-04,197,1610.6,Black,Leather,0.27,South
P02680,Table,60.16,2022-02-13,449,777.25,Black,Glass,0.09,North
P02681,Cabinet,117.19,2023-09-19,49,1638.55,White,Plastic,0.16,East
P02682,Sofa,69.14,2023-03-03,42,1860.77,Black,Glass,0.37,North
P02683,Chair,52.18,2023-01-02,284,1847.12,Green,Metal,0.44,East
P02684,Cabinet,77.9,2022-10-06,365,1871.6,Blue,Leather,0.33,West
P02685,Cabinet,35.78,2022-02-09,359,580.22,Gray,Metal,0.25,West
P02686,Cabinet,36.74,2023-12-02,287,1675.27,Gray,Wood,0.03,South
P02687,Bed,119.78,2022-09-13,44,510.55,Gray,Wood,0.42,North
P02688,Table,27.23,2023-08-22,149,1941.38,Red,Wood,0.08,West
P02689,Chair,47.38,2023-04-24,364,1843.39,Blue,Metal,0.26,West
P02690,Cabinet,59.82,2022-02-28,154,1023.36,Gray,Plastic,0.33,East
P02691,Sofa,96.09,2023-10-07,102,169.05,Red,Metal,0.29,East
P02692,Table,49.1,2022-09-07,312,51.41,Black,Wood,0.06,West
P02693,Sofa,136.98,2022-06-09,354,781.84,Green,Metal,0.39,East
P02694,Cabinet,9.07,2022-07-13,372,1642.33,Black,Wood,0.27,South
P02695,Chair,75.68,2023-01-11,35,1932.33,Brown,Wood,0.27,West
P02696,Bed,44.23,2022-06-30,375,1806.01,Gray,Plastic,0.04,West
P02697,Cabinet,31.23,2022-06-27,225,1068.9,Blue,Metal,0.46,South
P02698,Bed,35.16,2022-02-04,259,292.57,Green,Glass,0.17,North
P02699,Table,56.86,2023-10-16,47,922.27,Blue,Leather,0.48,West
P02700,Cabinet,14.14,2022-04-04,325,1741.08,Red,Metal,0.36,East
P02701,Bed,133.69,2023-06-29,104,267.79,Red,Plastic,0.21,West
P02702,Table,47.48,2023-10-23,55,413.46,Gray,Metal,0.11,East
P02703,Bed,131.98,2022-06-09,377,167.55,Black,Plastic,0.19,North
P02704,Cabinet,88.58,2022-07-25,382,935.39,Black,Metal,0.36,West
P02705,Cabinet,50.65,2022-08-21,386,1360.24,White,Metal,0.24,East
P02706,Sofa,18.16,2023-10-24,285,1029.56,Green,Metal,0.27,East
P02707,Sofa,56.99,2022-04-22,174,1289.63,Brown,Glass,0.07,East
P02708,Bed,21.46,2022-03-18,202,1515.18,White,Glass,0.35,North
P02709,Sofa,79.76,2022-04-23,169,1202.54,White,Leather,0.15,West
P02710,Table,22.05,2023-07-17,498,85.61,White,Wood,0.49,East
P02711,Table,76.52,2022-03-07,409,670.16,Green,Metal,0.29,South
P02712,Bed,64.66,2022-02-03,362,1625.23,Black,Plastic,0.42,West
P02713,Sofa,16.12,2022-05-16,329,492.75,Brown,Leather,0.47,South
P02714,Table,85.08,2022-06-01,338,1436.94,Gray,Plastic,0.43,East
P02715,Table,97.82,2023-03-04,460,1175.6,Red,Wood,0.49,West
P02716,Cabinet,75.42,2022-03-02,402,1501.44,Green,Metal,0.48,West
P02717,Bed,56.66,2022-11-27,152,1020.3,Gray,Plastic,0.31,South
P02718,Chair,1.44,2023-08-28,366,974.67,Red,Leather,0.39,East
P02719,Table,55.54,2022-02-11,220,1465.1,Black,Wood,0.21,West
P02720,Sofa,62.62,2022-03-10,79,459.36,Brown,Metal,0.43,West
P02721,Bed,23.52,2023-04-30,90,1716.74,Brown,Wood,0.49,West
P02722,Sofa,42.92,2022-11-04,479,784.76,Blue,Wood,0.07,West
P02723,Sofa,62.0,2022-10-18,86,1620.91,Red,Plastic,0.44,North
P02724,Sofa,74.96,2023-05-09,437,1191.83,Gray,Leather,0.2,North
P02725,Table,43.83,2022-06-30,32,1551.93,Green,Leather,0.08,South
P02726,Chair,22.57,2022-02-07,494,506.66,Brown,Plastic,0.42,East
P02727,Chair,108.48,2022-06-19,203,408.59,Red,Glass,0.18,West
P02728,Bed,74.2,2023-09-25,101,373.26,Green,Metal,0.3,North
P02729,Table,58.77,2023-01-01,391,1567.56,Red,Leather,0.16,West
P02730,Bed,14.92,2022-07-29,335,1881.41,Brown,Wood,0.08,South
P02731,Sofa,50.36,2022-06-18,145,926.24,Green,Metal,0.3,South
P02732,Chair,110.7,2023-04-24,368,720.87,Green,Metal,0.46,South
P02733,Table,23.18,2023-01-19,254,309.81,Brown,Glass,0.42,West
P02734,Chair,43.92,2023-10-27,266,896.85,Black,Wood,0.01,South
P02735,Chair,7.38,2023-01-17,73,94.45,Red,Metal,0.12,North
P02736,Chair,17.26,2023-10-18,244,397.37,Red,Wood,0.38,South
P02737,Sofa,93.54,2022-08-25,21,1490.51,Brown,Metal,0.21,South
P02738,Cabinet,61.32,2023-05-16,258,405.57,Black,Glass,0.27,North
P02739,Bed,81.34,2023-05-16,453,1889.23,Red,Wood,0.04,North
P02740,Table,28.54,2022-12-11,134,1566.13,Green,Leather,0.31,North
P02741,Cabinet,61.74,2023-04-02,179,1418.23,Green,Glass,0.18,North
P02742,Chair,65.0,2022-09-19,178,753.0,Brown,Leather,0.07,West
P02743,Bed,76.36,2023-04-05,136,313.95,Brown,Wood,0.18,East
P02744,Table,66.98,2023-04-13,473,1900.13,Black,Glass,0.18,South
P02745,Chair,37.98,2022-10-13,127,1353.23,Gray,Glass,0.48,East
P02746,Chair,14.48,2022-05-22,345,1718.74,White,Wood,0.48,South
P02747,Cabinet,27.08,2023-07-31,49,441.92,Gray,Plastic,0.43,West
P02748,Bed,25.63,2022-09-16,222,614.39,Blue,Glass,0.27,South
P02749,Cabinet,26.53,2023-04-11,130,1798.44,Brown,Plastic,0.09,West
P02750,Table,10.15,2022-12-04,9,986.96,Green,Leather,0.41,North
P02751,Table,30.15,2022-06-20,365,1804.84,Gray,Wood,0.22,East
P02752,Bed,12.8,2022-07-23,374,988.99,Blue,Wood,0.22,South
P02753,Sofa,6.73,2022-02-25,377,1494.67,Black,Plastic,0.19,West
P02754,Bed,58.71,2023-02-08,208,55.57,Blue,Plastic,0.06,North
P02755,Table,71.27,2022-01-03,214,1528.96,White,Metal,0.1,South
P02756,Chair,62.21,2022-01-15,270,1782.67,Gray,Wood,0.08,East
P02757,Sofa,68.04,2022-03-23,186,1029.4,Green,Metal,0.37,West
P02758,Chair,18.9,2023-10-13,416,482.01,Gray,Metal,0.44,East
P02759,Cabinet,29.08,2023-03-06,453,1426.68,Blue,Metal,0.03,South
P02760,Bed,64.3,2023-12-17,320,472.69,Gray,Plastic,0.24,West
P02761,Chair,4.82,2022-11-02,123,1900.51,Brown,Metal,0.08,North
P02762,Sofa,44.42,2023-03-22,259,935.07,Red,Metal,0.21,West
P02763,Sofa,33.29,2022-04-21,50,53.95,Green,Glass,0.37,West
P02764,Cabinet,14.9,2023-12-17,61,1902.96,White,Leather,0.35,South
P02765,Table,6.07,2022-08-10,12,530.54,Gray,Wood,0.08,East
P02766,Bed,23.42,2022-11-28,195,753.81,Green,Glass,0.43,South
P02767,Chair,83.0,2023-09-29,406,1405.33,Gray,Leather,0.18,North
P02768,Bed,65.63,2023-03-26,410,1124.19,Black,Wood,0.36,West
P02769,Bed,48.18,2023-01-02,58,1574.22,Black,Wood,0.25,East
P02770,Sofa,62.8,2022-01-20,286,556.0,Brown,Wood,0.12,North
P02771,Sofa,120.36,2022-07-23,40,953.19,Red,Plastic,0.09,North
P02772,Chair,76.12,2023-12-11,248,1359.38,Gray,Wood,0.14,North
P02773,Table,11.77,2023-08-13,1,891.45,Brown,Leather,0.22,South
P02774,Sofa,98.46,2023-08-22,430,706.54,White,Glass,0.36,West
P02775,Chair,42.53,2022-10-16,320,814.06,Brown,Glass,0.13,South
P02776,Sofa,35.87,2023-03-29,323,192.67,White,Leather,0.17,North
P02777,Chair,84.83,2022-08-04,39,1639.41,Gray,Metal,0.37,West
P02778,Cabinet,44.91,2022-10-29,374,1159.94,Black,Glass,0.36,South
P02779,Bed,98.33,2023-09-11,483,758.52,Blue,Wood,0.0,West
P02780,Table,8.78,2022-11-06,496,682.09,Brown,Wood,0.42,South
P02781,Table,3.06,2023-02-14,69,763.76,White,Glass,0.41,West
P02782,Bed,51.17,2022-09-23,313,1065.68,Red,Wood,0.39,North
P02783,Sofa,14.62,2022-02-17,393,1336.86,White,Metal,0.45,North
P02784,Table,89.19,2023-05-29,390,79.42,Brown,Wood,0.01,West
P02785,Table,18.48,2023-12-16,34,1658.93,Red,Wood,0.06,East
P02786,Bed,8.05,2022-09-21,368,894.93,Gray,Plastic,0.21,West
P02787,Bed,52.92,2023-03-05,286,773.76,Red,Wood,0.11,East
P02788,Sofa,47.32,2023-09-23,71,913.37,Brown,Glass,0.32,North
P02789,Chair,40.21,2022-05-12,453,1699.15,Green,Plastic,0.04,North
P02790,Chair,2.24,2022-09-20,194,1681.47,Gray,Metal,0.45,South
P02791,Sofa,53.05,2022-10-31,263,340.79,Green,Plastic,0.06,South
P02792,Sofa,15.54,2022-11-09,219,995.32,Gray,Wood,0.06,South
P02793,Chair,93.89,2022-09-02,196,448.71,White,Plastic,0.29,South
P02794,Table,22.1,2023-11-04,151,1071.38,White,Leather,0.01,South
P02795,Bed,22.66,2023-08-24,318,612.12,White,Metal,0.47,West
P02796,Chair,115.54,2023-04-20,29,1590.86,Green,Plastic,0.49,West
P02797,Chair,79.69,2023-03-12,78,397.55,Gray,Leather,0.11,North
P02798,Sofa,41.99,2022-04-19,85,360.44,Red,Metal,0.07,East
P02799,Chair,69.04,2022-05-30,323,784.38,Red,Wood,0.28,West
P02800,Sofa,20.09,2023-02-05,80,1000.56,Blue,Leather,0.43,South
P02801,Table,70.92,2022-01-10,488,1773.31,Blue,Metal,0.24,East
P02802,Table,67.8,2022-06-12,409,1960.68,Blue,Leather,0.06,West
P02803,Sofa,52.91,2022-07-06,384,139.03,Brown,Glass,0.4,West
P02804,Bed,12.49,2022-08-19,345,608.55,Red,Wood,0.23,West
P02805,Chair,66.01,2022-07-02,461,1005.81,White,Metal,0.34,South
P02806,Sofa,84.89,2022-08-07,277,77.93,Red,Wood,0.23,West
P02807,Bed,39.63,2023-02-11,489,492.13,Red,Leather,0.39,North
P02808,Chair,30.38,2023-12-24,382,1570.45,Green,Metal,0.39,West
P02809,Cabinet,86.29,2023-09-03,216,1886.79,Black,Wood,0.35,East
P02810,Bed,84.92,2022-09-20,383,1005.44,Brown,Leather,0.5,West
P02811,Chair,128.19,2022-05-18,306,1636.14,Green,Metal,0.44,South
P02812,Bed,38.18,2022-01-21,432,1604.64,Gray,Plastic,0.27,West
P02813,Table,118.29,2023-05-03,190,1789.29,Brown,Wood,0.15,South
P02814,Sofa,63.2,2022-01-07,87,956.43,Black,Plastic,0.37,North
P02815,Chair,19.99,2023-05-14,404,1650.72,White,Plastic,0.07,North
P02816,Chair,35.32,2022-04-19,116,1274.54,Blue,Wood,0.21,North
P02817,Table,72.41,2023-02-06,194,1050.31,Red,Wood,0.1,West
P02818,Chair,50.42,2022-01-05,43,1148.97,Gray,Plastic,0.04,South
P02819,Sofa,48.78,2023-06-15,61,1765.29,Red,Glass,0.2,North
P02820,Bed,99.5,2023-05-10,109,780.69,Green,Metal,0.2,West
P02821,Chair,44.17,2023-06-26,204,1605.98,Gray,Glass,0.32,North
P02822,Sofa,24.34,2023-08-19,185,1942.47,Gray,Leather,0.34,East
P02823,Table,7.63,2023-12-17,411,1977.66,Green,Wood,0.45,East
P02824,Sofa,65.06,2022-02-22,491,843.17,White,Wood,0.2,South
P02825,Cabinet,71.2,2022-05-28,500,878.97,Green,Metal,0.39,West
P02826,Bed,39.7,2022-11-07,51,1578.91,Black,Leather,0.4,North
P02827,Table,12.53,2022-04-09,77,1709.45,Black,Glass,0.22,East
P02828,Table,70.22,2023-09-06,200,1262.32,Green,Metal,0.49,East
P02829,Bed,112.4,2022-08-17,178,1029.76,Gray,Leather,0.46,South
P02830,Cabinet,42.8,2023-11-06,170,1701.75,Gray,Wood,0.14,North
P02831,Chair,49.91,2022-11-23,122,1458.88,Red,Plastic,0.46,West
P02832,Sofa,39.36,2022-11-15,73,478.87,Black,Glass,0.19,North
P02833,Sofa,42.02,2023-01-08,218,1409.11,Red,Leather,0.2,North
P02834,Bed,87.34,2023-03-29,290,664.79,Black,Leather,0.31,East
P02835,Chair,138.71,2022-07-21,189,674.05,White,Wood,0.49,East
P02836,Bed,57.17,2023-11-23,154,150.97,Green,Leather,0.34,South
P02837,Table,70.76,2022-07-07,490,1169.31,Blue,Metal,0.09,South
P02838,Chair,138.63,2022-07-12,419,1558.87,Brown,Plastic,0.46,South
P02839,Sofa,30.07,2023-10-30,267,897.89,Blue,Metal,0.29,East
P02840,Cabinet,72.31,2022-05-08,177,532.04,White,Wood,0.48,North
P02841,Chair,46.39,2022-11-06,313,1168.84,White,Wood,0.17,North
P02842,Cabinet,2.6,2023-08-17,251,1143.08,Gray,Wood,0.37,East
P02843,Bed,112.51,2023-09-14,385,1691.98,Gray,Metal,0.26,North
P02844,Table,15.58,2023-12-25,279,241.79,Brown,Metal,0.47,South
P02845,Table,62.97,2022-02-10,11,890.59,Green,Metal,0.41,North
P02846,Chair,45.18,2022-04-12,454,461.85,Blue,Plastic,0.45,South
P02847,Table,89.65,2023-08-25,223,1052.23,Green,Glass,0.09,East
P02848,Table,56.94,2022-12-28,380,944.01,Brown,Wood,0.34,South
P02849,Sofa,43.26,2023-01-22,39,603.52,Blue,Plastic,0.13,South
P02850,Cabinet,1.5,2022-09-16,4,501.59,Blue,Metal,0.11,South
P02851,Chair,82.58,2022-11-30,113,643.09,Blue,Glass,0.33,North
P02852,Bed,12.62,2023-10-12,303,892.63,White,Plastic,0.2,North
P02853,Cabinet,23.54,2023-02-09,280,164.89,Gray,Plastic,0.12,North
P02854,Chair,48.38,2022-09-14,288,363.85,Gray,Plastic,0.44,East
P02855,Bed,92.88,2022-04-17,333,1099.26,Green,Glass,0.37,South
P02856,Bed,17.29,2022-08-21,87,1923.83,Brown,Leather,0.26,East
P02857,Chair,32.66,2022-11-02,450,75.83,Blue,Glass,0.13,East
P02858,Table,70.79,2023-04-13,465,84.64,White,Leather,0.01,North
P02859,Bed,3.37,2022-11-30,425,165.48,White,Wood,0.07,East
P02860,Cabinet,39.16,2023-10-26,458,1033.14,White,Plastic,0.46,East
P02861,Bed,37.26,2022-06-09,108,1651.26,Green,Metal,0.12,West
P02862,Cabinet,38.33,2023-07-09,138,1471.61,Blue,Leather,0.22,North
P02863,Table,85.06,2023-05-04,332,200.93,Brown,Glass,0.34,North
P02864,Sofa,51.52,2023-11-08,67,492.41,White,Metal,0.46,East
P02865,Bed,58.7,2023-04-28,211,1113.87,Black,Wood,0.43,South
P02866,Bed,111.97,2022-07-06,363,1119.56,Black,Metal,0.2,East
P02867,Bed,4.96,2022-11-01,433,319.77,Gray,Glass,0.1,West
P02868,Cabinet,129.33,2022-07-18,498,1179.2,Red,Leather,0.15,East
P02869,Bed,66.34,2023-04-17,413,94.01,Brown,Glass,0.19,West
P02870,Bed,74.24,2023-07-21,489,1346.57,Red,Metal,0.39,South
P02871,Table,116.38,2022-04-16,500,1701.5,Gray,Leather,0.27,East
P02872,Sofa,15.56,2022-05-19,83,634.89,Green,Glass,0.27,South
P02873,Table,100.3,2023-07-21,283,82.96,Gray,Metal,0.04,East
P02874,Cabinet,62.42,2022-02-25,14,785.58,Red,Metal,0.09,South
P02875,Bed,99.1,2023-10-25,497,1316.94,Red,Leather,0.43,South
P02876,Bed,17.61,2023-01-29,337,180.56,White,Wood,0.17,South
P02877,Table,25.87,2023-10-08,139,306.54,Brown,Leather,0.11,South
P02878,Sofa,23.95,2022-04-13,328,1882.51,Gray,Wood,0.31,East
P02879,Table,3.21,2023-03-01,8,1193.17,White,Leather,0.31,West
P02880,Chair,17.9,2022-09-11,468,1613.82,White,Plastic,0.22,South
P02881,Bed,33.48,2023-08-06,19,1351.7,Brown,Wood,0.22,East
P02882,Sofa,35.04,2022-07-28,88,230.54,Red,Plastic,0.43,South
P02883,Bed,42.04,2022-01-08,99,1299.46,Black,Wood,0.15,East
P02884,Table,62.72,2023-09-10,371,1724.67,Blue,Wood,0.26,North
P02885,Chair,80.56,2023-11-09,413,854.58,Gray,Wood,0.28,South
P02886,Chair,107.69,2023-08-02,4,1699.01,Red,Plastic,0.43,East
P02887,Table,33.26,2023-03-25,336,78.07,Gray,Glass,0.44,South
P02888,Bed,23.74,2023-03-10,288,1238.29,White,Plastic,0.05,North
P02889,Cabinet,35.63,2022-03-07,366,696.45,Gray,Wood,0.46,North
P02890,Chair,64.88,2023-02-06,214,852.24,Black,Plastic,0.18,South
P02891,Chair,73.2,2022-01-18,360,1681.24,White,Wood,0.42,West
P02892,Table,33.34,2023-09-12,488,258.62,Black,Wood,0.25,North
P02893,Sofa,81.54,2023-05-25,465,296.04,Brown,Metal,0.39,North
P02894,Table,13.51,2022-02-28,152,1301.94,Gray,Metal,0.41,South
P02895,Cabinet,3.11,2022-07-16,38,382.29,Brown,Plastic,0.28,North
P02896,Table,52.79,2022-11-02,464,244.75,Brown,Glass,0.05,South
P02897,Bed,35.63,2022-11-07,404,1914.48,Gray,Glass,0.19,North
P02898,Cabinet,130.54,2022-07-11,234,541.26,Blue,Glass,0.21,East
P02899,Sofa,5.16,2023-03-13,463,57.16,Black,Glass,0.07,East
P02900,Cabinet,20.32,2022-12-20,147,936.06,Blue,Metal,0.43,West
P02901,Sofa,20.91,2023-03-27,193,62.02,Brown,Leather,0.28,South
P02902,Bed,99.9,2023-10-05,128,628.31,Green,Leather,0.37,North
P02903,Chair,43.56,2022-01-13,448,1421.15,Brown,Metal,0.3,South
P02904,Sofa,37.08,2023-05-01,102,1255.34,Black,Glass,0.13,South
P02905,Sofa,8.92,2022-05-27,105,961.0,Brown,Glass,0.44,East
P02906,Sofa,34.54,2022-12-07,236,92.7,Blue,Glass,0.43,West
P02907,Chair,28.58,2022-11-27,367,1381.87,Green,Plastic,0.43,North
P02908,Cabinet,12.35,2023-01-11,402,612.37,Brown,Metal,0.37,West
P02909,Sofa,79.29,2023-01-17,421,775.45,Blue,Metal,0.34,West
P02910,Cabinet,73.93,2022-01-24,302,1445.43,White,Metal,0.41,North
P02911,Table,62.68,2022-01-24,151,1713.73,Green,Plastic,0.07,East
P02912,Chair,91.94,2023-04-12,32,1456.07,Blue,Wood,0.31,South
P02913,Bed,107.17,2022-09-28,109,1760.5,Black,Metal,0.01,West
P02914,Cabinet,116.14,2022-05-20,295,1954.96,Gray,Wood,0.49,South
P02915,Chair,91.96,2022-09-25,82,1797.17,White,Glass,0.16,South
P02916,Chair,61.12,2023-07-23,260,1162.35,Green,Metal,0.42,South
P02917,Cabinet,50.19,2022-02-04,320,1750.13,Blue,Wood,0.48,North
P02918,Cabinet,33.67,2022-06-27,369,1787.2,Gray,Wood,0.24,North
P02919,Table,76.82,2023-05-10,181,738.7,Brown,Leather,0.18,East
P02920,Table,48.94,2022-01-18,182,1393.73,Black,Leather,0.1,West
P02921,Table,92.96,2022-08-27,346,371.15,White,Leather,0.18,South
P02922,Chair,51.5,2022-01-17,295,995.11,Brown,Leather,0.43,West
P02923,Sofa,20.55,2022-10-24,57,1022.17,Gray,Metal,0.18,East
P02924,Bed,86.79,2023-07-02,422,1645.28,White,Leather,0.5,North
P02925,Cabinet,88.89,2022-06-04,186,1433.48,Red,Wood,0.12,East
P02926,Table,58.96,2022-03-14,431,473.58,Green,Glass,0.46,South
P02927,Table,27.38,2022-02-07,90,367.4,Gray,Leather,0.21,North
P02928,Chair,15.82,2023-10-21,323,1637.63,Red,Glass,0.1,North
P02929,Sofa,9.58,2023-02-12,96,1043.23,Gray,Metal,0.43,North
P02930,Chair,56.91,2022-10-27,361,1031.32,Brown,Glass,0.02,South
P02931,Chair,66.74,2023-01-21,387,1972.11,Red,Leather,0.19,South
P02932,Cabinet,24.09,2022-06-13,135,1147.15,Green,Glass,0.26,North
P02933,Bed,99.96,2023-04-13,230,1685.43,Blue,Glass,0.23,South
P02934,Cabinet,95.76,2022-06-03,492,1277.38,Black,Leather,0.37,East
P02935,Table,50.46,2023-10-09,394,999.61,Red,Glass,0.04,East
P02936,Chair,84.07,2022-10-23,326,1700.96,Red,Wood,0.47,North
P02937,Cabinet,25.44,2022-05-13,495,987.53,Brown,Metal,0.12,East
P02938,Sofa,14.62,2023-11-02,431,1093.63,Black,Metal,0.5,East
P02939,Table,36.83,2023-11-06,442,436.11,Green,Metal,0.05,East
P02940,Bed,2.64,2023-04-21,311,1118.39,Gray,Leather,0.27,East
P02941,Bed,5.2,2022-02-08,434,810.77,Blue,Glass,0.19,South
P02942,Bed,7.54,2023-01-09,90,1355.1,Blue,Wood,0.23,North
P02943,Cabinet,37.49,2022-03-10,483,298.58,White,Plastic,0.08,East
P02944,Sofa,93.76,2022-05-17,265,866.88,Gray,Metal,0.24,South
P02945,Table,39.66,2022-02-14,14,709.32,White,Metal,0.01,South
P02946,Sofa,58.3,2023-10-30,402,629.0,Black,Leather,0.47,North
P02947,Sofa,95.88,2023-04-20,88,841.88,Black,Leather,0.49,North
P02948,Sofa,62.95,2022-11-16,17,1044.46,Gray,Leather,0.43,South
P02949,Chair,71.14,2023-05-19,345,391.39,Gray,Metal,0.48,North
P02950,Bed,105.37,2023-10-06,269,453.17,Blue,Metal,0.47,East
P02951,Bed,139.24,2023-07-03,74,1817.93,Gray,Wood,0.36,East
P02952,Bed,115.6,2023-09-11,314,1534.19,Blue,Wood,0.1,West
P02953,Bed,43.15,2022-08-10,402,973.31,Gray,Wood,0.33,East
P02954,Bed,41.36,2023-12-12,379,272.22,White,Plastic,0.07,South
P02955,Table,41.56,2023-06-29,298,640.38,Red,Wood,0.21,West
P02956,Chair,47.78,2023-12-26,336,1801.5,Black,Leather,0.16,North
P02957,Sofa,35.05,2022-03-19,22,658.93,Blue,Leather,0.47,East
P02958,Sofa,80.3,2023-08-29,192,1684.39,Blue,Leather,0.33,East
P02959,Chair,99.89,2022-10-16,122,419.33,Brown,Leather,0.45,South
P02960,Sofa,54.86,2022-08-16,471,1731.11,Brown,Leather,0.04,South
P02961,Cabinet,74.3,2022-11-19,346,1302.36,Brown,Wood,0.02,South
P02962,Sofa,47.69,2022-10-03,473,231.37,Black,Wood,0.49,East
P02963,Cabinet,25.46,2023-01-24,57,1485.98,Red,Glass,0.15,East
P02964,Cabinet,71.71,2022-09-08,260,104.53,Gray,Metal,0.02,West
P02965,Sofa,0.99,2023-12-17,52,637.83,Black,Plastic,0.43,North
P02966,Sofa,83.32,2023-06-28,86,414.05,Brown,Glass,0.05,North
P02967,Cabinet,16.14,2023-07-24,232,1877.68,Red,Plastic,0.02,West
P02968,Cabinet,44.37,2023-06-27,187,868.8,Black,Metal,0.48,South
P02969,Cabinet,76.78,2023-12-27,386,404.58,Green,Leather,0.13,South
P02970,Sofa,89.82,2023-08-26,342,1485.98,Brown,Glass,0.13,East
P02971,Bed,6.24,2023-01-16,334,429.06,Red,Plastic,0.05,North
P02972,Cabinet,19.49,2022-11-01,273,1081.88,White,Leather,0.09,South
P02973,Chair,64.63,2022-12-22,91,609.39,Blue,Glass,0.22,North
P02974,Chair,89.02,2022-11-28,476,50.08,Blue,Leather,0.42,East
P02975,Cabinet,73.18,2023-03-16,4,844.87,Black,Metal,0.46,South
P02976,Sofa,63.62,2022-02-06,85,236.0,Blue,Wood,0.02,North
P02977,Bed,8.6,2023-09-06,301,1232.05,Green,Wood,0.13,West
P02978,Cabinet,21.13,2023-07-15,266,945.28,Green,Leather,0.36,North
P02979,Table,57.32,2022-10-23,205,951.96,Green,Leather,0.32,East
P02980,Cabinet,46.08,2022-01-04,315,761.28,Black,Wood,0.24,East
P02981,Table,86.92,2023-04-01,35,644.31,Green,Leather,0.29,South
P02982,Chair,90.56,2022-04-10,22,421.99,Blue,Metal,0.48,South
P02983,Sofa,25.07,2022-10-07,404,556.43,Gray,Leather,0.04,West
P02984,Sofa,115.26,2022-05-02,198,1563.36,Green,Plastic,0.12,South
P02985,Table,3.63,2023-10-22,43,1258.48,Red,Wood,0.31,West
P02986,Table,18.12,2023-03-03,244,1785.31,Black,Wood,0.11,West
P02987,Chair,47.49,2023-07-25,418,541.32,Blue,Leather,0.18,North
P02988,Table,62.98,2023-12-31,125,297.94,Green,Plastic,0.35,West
P02989,Chair,14.46,2023-12-20,401,652.79,Green,Glass,0.31,East
P02990,Sofa,72.1,2022-09-23,2,112.68,Brown,Metal,0.29,East
P02991,Bed,81.22,2023-05-11,315,461.32,White,Plastic,0.0,West
P02992,Bed,33.71,2023-11-05,471,1454.55,Green,Metal,0.4,South
P02993,Cabinet,58.43,2023-09-15,135,1906.88,Red,Glass,0.01,West
P02994,Cabinet,23.99,2022-01-02,44,1588.06,Black,Plastic,0.01,North
P02995,Bed,119.96,2022-08-27,253,881.8,Green,Glass,0.41,East
P02996,Cabinet,27.86,2022-09-05,359,692.17,Brown,Leather,0.01,North
P02997,Sofa,76.41,2022-01-19,182,404.51,Gray,Glass,0.48,East
P02998,Chair,57.72,2023-11-10,452,1409.64,Green,Plastic,0.07,West
P02999,Cabinet,99.67,2023-04-16,20,1906.92,Gray,Plastic,0.34,South
P03000,Table,2.34,2022-01-03,165,1231.88,Brown,Glass,0.44,West
P03001,Chair,86.93,2023-11-24,218,106.06,Red,Plastic,0.07,South
